Source/Request	Already?	Know? (grade)	POPULAR	Title	APP	Artist	Other Artist	Year	Other year	Duplicate	Decade	Genre	Crowd hit	Country?	Gig notes	MP3	Lyrics	Melody	Chords	Needs?	SIB DONE	PDF DONE	FORSCORE/TYPE
Tuzzy Braddy/Tuz Piano 6/7/16				Basket Case	Y	Green Day		9			90s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Blvd of Broken Dreams	Y	Green Day		0			00s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Good Riddance (Time of Your Life)	Y	Green Day		9			90s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				When I Come Around	Y	Green Day		9			90s												yes
05/07/16 Irizarry wedding		B		Just the Two Of Us	Y	Grover Washington		8				R&B											LS
Tuzzy Braddy/Tuz Piano 6/7/16				Sweet Child of Mine	Y	Guns and Roses		8			80s												yes
05/14/16 Fleischman party				You Make My Dreams Come True	Y	Hall and Oates		8												Finish LS			
Tuzzy Braddy/Tuz Piano 6/7/16				Mmmbop	Y	Hanson		9			90s												yes
				Barracuda	Y	Heart		7															CRF
				Hold My Hand	Y	Hootie and the Blowfish		9				Pop											PRF
Tuzzy Braddy/Tuz Piano 6/7/16				Let Her Cry	Y	Hootie and the Blowfish		9			90s												yes
				Only Wanna Be With You	Y	Hootie and the Blowfish		9															PRF
				You Sexy Thing	Y	Hot Chocolate		7															RBF
PRF 3rd only				Power of Love	Y	Huey Lewis and the News		8															PRF
				Thirty Days In The Hole		Humble Pie																	CRF
				It's Gonna Work Out Fine		Ike & Tina Turner																	RBF
Tuzzy Braddy/Tuz Piano 6/7/16				Fame	Y	Irene Cara		8			80s												yes
				Centerfold	Y	J. Geils Band		8			80s	Classic Rock											CRF
				Higher And Higher	Y	Jackie Wilson		6				Country, Pop											RBF
				Lonely Teardrops		Jackie Wilson																	RBF
Tuzzy Braddy/Tuz Piano 6/7/16				Doctor My Eyes	Y	Jackson Browne		7			70s												yes
				I Got The Feelin'		James Brown																	RBF
				I Got You (I Feel Good)	Y	James Brown		6															RBF
				It's A Man's Man's Man's World		James Brown																	RBF
				Living In America		James Brown																	RBF
				I Don't Have The Heart		James Ingram																	RBF
Tuzzy Braddy/Tuz Piano 6/7/16				Carolina In My Mind	Y	James Taylor		7			70s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Fire And Rain	Y	James Taylor		7			70s												yes
				How Sweet It Is (To Be Loved By You)	Y	James Taylor ^^ Marvin Gaye		1975				Folk	X										RBF
				I Get Lonely		Janet																	RBF
				Me And Bobby McGee	Y	Janis Joplin		6															CRF
				Piece Of My Heart	Y	Janis Joplin		6															CRF
Tuzzy Braddy/Tuz Piano 6/7/16				I'm Yours	Y	Jason Mraz		0			00s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Remedy	Y	Jason Mraz		0			00s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Lucky	Y	Jason Mraz ^^ Colbie Caillat		1			10s												yes
				Somebody To Love	Y	Jefferson Airplane		6															CRF
				White Rabbit	Y	Jefferson Airplane		6															CRF
				We Built This City	Y	Jefferson Starship		8															PRF
				Great Balls Of Fire	Y	Jerry Lee Lewis		6				Musicals											PRF
				The Birds And The Bees		Jewel Akens																	RBF
				Bad, Bad Leroy Brown	Y	Jim Croce		1973				Folk-rock	X										CRF
				Time In A Bottle		Jim Croce																	CRF
				Hey Joe	Y	Jimi Hendrix						Classic rock, World, Rock, Pop											CRF
Tuzzy Braddy/Tuz Piano 6/7/16				Margaritaville	Y	Jimmy Buffett		7			60-70												yes
Tuzzy Braddy/Tuz Piano 6/7/16				The Middle	Y	Jimmy Eat World		9			90s												yes
				I Love Rock 'N Roll	Y	Joan Jett & The Blackhearts																	CRF
				Lookin' Through The Windows		Jody Watley																	RBF
				Pink Houses	Y	John Cougar Mellencamp		8															CRF
		B		R.O.C.K. In The U.S.A.	Y	John Cougar Mellencamp		8			80s				Brillant								CRF
				Country Roads 		John Denver																	
				(She's) Some Kind Of Wonderful		John Ellison		1967															CRF
Tuzzy Braddy/Tuz Piano 6/7/16				All Of Me	Y	John Legend		1			10s	R&B											yes
Tuzzy Braddy/Tuz Piano 6/7/16				Ordinary People	Y	John Legend		1			10s												yes
				Imagine	Y	John Lennon		7															CRF
				Instant Karma	Y	John Lennon																	CRF
				Whatever Gets You Through The Night	Y	John Lennon		7															CRF
				Power To The People		John Lennon with The Plastic Ono Band																	CRF
				Hurts So Good	Y	John Mellencamp		1982				Classic rock, Rock											CRF
				Jack And Diane	Y	John Mellencamp		8					X										CRF
				You're The One That I Want (from Grease)	Y	John Travolta & Olivia Newton John  ^^ Grease	Grease	7															PRF
PRF 3rd only				Secret Agent Man	Y	Johnny Rivers ^^ Blues Traveler		6 ^^ 9															PRF
Tuzzy Braddy/Tuz Piano 6/7/16	X	A		Don't Stop Believin'	Y	Journey		8			80s				Brillant								yes
		B		Separate Ways	Y	Journey		8			80s				Brillant								sib
Brillant		C		Wheel In The Sky	Y	Journey		8			80s				Brillant								CRF
		C		Who's Cryin' Now	Y	Journey		8			80s				Brillant								TO LEARN
				All My Life	Y	K-Ci and JoJo		9			90s	R&B											RBF
Tuzzy Braddy/Tuz Piano 6/7/16				Carry On My Wayward Son	Y	Kansas		7			70s												yes
				Carry On Wayward Son	Y	Kansas		8															CRF
				Dust In The Wind	Y	Kansas		1977				Prog rock											CRF
				Point Of Know Return		Kansas																	CRF
Tuzzy Braddy/Tuz Piano 6/7/16				Walking On Sunshine	Y	Katrina and the Waves		8			80s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Firework	Y	Katy Perry		1			10s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Hot and Cold	Y	Katy Perry		2008				Electronica, Pop											yes
Tuzzy Braddy/Tuz Piano 6/7/16				Breakaway	Needs Chords	Kelly Clarkson		0			00s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Stronger	Y	Kelly Clarkson		1			10s												yes
05/07/16 Irizarry wedding	X	A		Footloose	Y	Kenny Loggins		8			80s	Pop	X										FB
05/07/16 Irizarry wedding				Bette Davis eyes		Kim Carnes						NO											
Tuzzy Braddy/Tuz Piano 6/7/16				Use Somebody	Y	Kings of Leon		0			00s												yes
				Rock And Roll All Nite	Y	Kiss																	CRF
Tuzzy Braddy/Tuz Piano 6/7/16				Celebration	Y	Kool & the Gang		8			80s												yes
				Lady Marmalade	Y	LaBelle		7															RBF
Tuzzy Braddy/Tuz Piano 6/7/16				Bad Romance	Y	Lady Gaga		1			10s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Born This Way	Y	Lady Gaga		1			10s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Edge of Glory	Y	Lady Gaga		1			10s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Just Dance	Y	Lady Gaga		1			10s												yes
				Mission: Impossible Theme	Y	Lalo Schifrin		6				Movie/TV Themes											PRF
				Doo Wop (That Thing)	Y	Lauryn Hill		9															RBF
Tuzzy Braddy/Tuz Piano 6/7/16				I Hope You Dance	Y	Lee Ann Womack		0			00s			X	Etzel								yes
				I Don't Dance		Lee Brice								X	Etzel (07/02/2016)								
				God Bless the USA	Learn	Lee Greenwood		1992				Back pocket 											
				It's My Party	Y	Leslie Gore		6															PRF
PRF 3rd only				Somewhere Out There	Y	Linda Ronstadt		8															PRF
				Three Times A Lady	Y	Lionel Richie ^^ Johnny Mathis		9															RBF
				Stay (I Missed You)	Y	Lisa Loeb		9															RBF
				The Loco-Motion	Y	Little Eva		6															RBF
				Tutti Frutti	Y	Little Richard		6															RBF
				Long Tall Sally	Y	Little Richard ^^ The Beatles		6															RBF
				Boom Boom (Out Go The Lights)		Little Walter																	RBF
PRF 4th only				(You've Got) Personality		Lloyd Price		1960															
Tuzzy Braddy/Tuz Piano 6/7/16				What a Wonderful World 	Y	Louis Armstrong		6			60s												yes
				Love's Theme		Love Unlimited Orchestra																	RBF
				Turn Me Loose		Loverboy																	CRF
				I'll Be Your Shelter (In Time Of Storm)		Luther Ingram																	RBF
				If Loving You Is Wrong I Don't Want To Be Right		Luther Ingram																	RBF
				The Best Things In Life Are Free		Luther Vandross & Janet Jackson																	RBF
PRF 3rd only				Free Bird	Y	Lynyrd Skynyrd		1973				Classic Rock, Rock											PRF
Tuzzy Braddy/Tuz Piano 6/7/16				Sweet Home Alabama 	Y	Lynyrd Skynyrd		7			60-70												yes
				Like A Virgin	Y	Madonna		8															PRF
PRF 3rd only				Take a Bow	Y	Madonna		9															PRF
Tuzzy Braddy/Tuz Piano 6/7/16				Rude	Y	Magic		1			10s												yes
PRF 4th only				Do Wah Diddy Diddy	Y	Manfred Man		6															
				Always Be My Baby	Y	Mariah Carey		9			90s												RBF
				Dreamlover	Y	Mariah Carey		9															RBF
				Fantasy	Y	Mariah Carey																	RBF
				Fantasy	Y	Mariah Carey		9															PRF
				Hero	Y	Mariah Carey		9															RBF
				Honey	Y	Mariah Carey		9															RBF
				I Don't Wanna Cry		Mariah Carey																	RBF
				Love Takes Time		Mariah Carey																	RBF
				Vision Of Love	Y	Mariah Carey		9															RBF
				When You Believe (From The Prince Of Egypt)	Y	Mariah Carey ^^ Whitney Houston	Whitney Houston	9			Disney ^^ 9	Disney											RBF
Tuzzy Braddy/Tuz Piano 6/7/16				Walking In Memphis	Y	Mark Cohn		7			70s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Moves Like Jagger	Y	Maroon 5		1			10s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Sunday Morning	Y	Maroon 5		0			00s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				This Love	Y	Maroon 5		0			00s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Can't You See	Y	Marshall Tucker Band		7			60-70												yes
				Dancing In The Street	Y	Martha & The Vandellas																	RBF
				Jimmy Mack		Martha & The Vandellas																	RBF
				Heatwave (Love Is Like A Heatwave)	Y	Martha and the Vandellas		6															RBF
PRF 4th only				(I Never Promised You A) Rose Garden		Martina McBride		2005				Country											PRF
PRF 4th only				A White Sport Coat (And A Pink Carnation)		Marty Robbins		1957															
				Ain't No Mountain High Enough	Y	Marvin Gaye		6			Motown		X										RBF
				Let's Get It On	Y	Marvin Gaye		7															RBF
				Mercy, Mercy Me (The Ecology)		Marvin Gaye																	RBF
				What's Going On	Y	Marvin Gaye		7															RBF
				My Guy	Y	Mary Wells		6															RBF
				Push		Matchbox 20		9			90s	90s nostalgia 											
				I'd Do Anything For Love (But I Won't Do That)	Y	Meat Loaf		9															PRF
Tuzzy Braddy/Tuz Piano 6/7/16				Paradise By the Dashboard Light	Y	Meat Loaf		7			70s												yes
				Two Out Of Three Ain't Bad	Y	Meat Loaf		7															CRF
Tuzzy Braddy/Tuz Piano 6/7/16				All About That Bass	Y	Megan Trainor		1			10s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Come To My Window	Y	Melissa Etheridge		9			90s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Everything	Y	Michael Buble		1			10s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Haven't Met You Yet	Y	Michael Buble		0			00s												yes
PRF 4th only				Thriller		Michael Jackson																	
Tuzzy Braddy/Tuz Piano 6/7/16				Cooler Than Me	Y	Mike Posner		1			10s												yes
				Almost Paradise	Y	Mike Reno & Ann Wilson		1984				Rock											PRF
Tuzzy Braddy/Tuz Piano 6/7/16				Party in the USA	Y	Miley Cyrus		1			10s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Wrecking Ball	Y	Miley Cyrus		1			10s												yes
				Makin' Plans	Y	Miranda Lambert		0						X	Etzel (07/02/2016)								
				The First Night		Monica																	RBF
				Mississippi Queen	Y	Mountain		7															CRF
Tuzzy Braddy/Tuz Piano 6/7/16				I Will Wait	Y	Mumford and Sons		1			10s												yes
				These Boots Are Made For Walkin'	Y	Nancy Sinatra		6															PRF
				Inseparable		Natalie Cole																	RBF
				This Will Be (An Everlasting Love)	Y	Natalie Cole		7															RBF
Tuzzy Braddy/Tuz Piano 6/7/16				Torn	Y	Natalie Imbruglia		9			90s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Sweet Caroline	Y	Neil Diamond		7			70s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Rocking in the Free World	Y	Neil Young		7			60-70												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Animal	Y	Neon Trees		1			10s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Everybody Talks	Y	Neon Trees		1			10s												yes
				How You Remind Me	learn	Nickelback		0			00s				Brillant								TO LEARN
				Sister Christian 	LEARN	Night Ranger		8															
Tuzzy Braddy/Tuz Piano 6/7/16				Don't Speak	Y	No Doubt		9			90s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Spiderwebs	Y	No Doubt		9			90s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Don't Know Why	Y	Norah Jones		0			00s												yes
05/07/16 Irizarry wedding				Peace	Y	O.A.R		0								X	sib	sib	sib	INTRO NEEDED			LS
05/07/16 Irizarry wedding				The element	Y	O.A.R		0				NO											
05/07/16 Irizarry wedding				Two hands up	Y	O.A.R		0															LS
Tuzzy Braddy/Tuz Piano 6/7/16				Wonderwall	Y	Oasis		9			90s												yes
				Fire		Ohio Players																	RBF
				Love Rollercoaster		Ohio Players																	RBF
Tuzzy Braddy/Tuz Piano 6/7/16				What Makes You Beautiful	Y	One Direction		1			10s												yes
PRF 4th only				(Sittin' On) The Dock Of The Bay	Y	Otis Redding		1967															PRF
				I've Been Loving You Too Long		Otis Redding																	RBF
				Knock On Wood	Y	Otis Redding		6															RBF
				The Happy Song		Otis Redding																	RBF
Tuzzy Braddy/Tuz Piano 6/7/16				Ain't It Fun	Y	Paramore		1			10s												yes
				Fire And Ice		Pat Benatar																	CRF
		B		Hit Me With Your Best Shot	Y	Pat Benatar		8			80s				Brillant								CRF
				Love Is A Battlefield	Y	Pat Benatar																	CRF
Tuzzy Braddy/Tuz Piano 6/7/16				Live and Let Die	Y	Paul McCartney		7			70s												yes
				Maybe I'm Amazed	Y	Paul McCartney		7															CRF
Tuzzy Braddy/Tuz Piano 6/7/16				Me and Julio Down By the Schoolyard	Y	Paul Simon		6			60-70												yes
Tuzzy Braddy/Tuz Piano 6/7/16				You Can Call Me Al	Y	Paul Simon		8			80s												yes
PRF 3rd only				(It's Just) The Way That You Love Me		Paula Abdul		1988															PRF
				Baby, I Love Your Way	Y	Peter Frampton		1990				Classic Rock											CRF
				Show Me The Way	Y	Peter Frampton		7															CRF
Tuzzy Braddy/Tuz Piano 6/7/16				Happy	Y	Pharrell Williams		1			10s												yes
				A Groovy Kind Of Love		Phil Collins		1988															PRF
				Sussudio		Phil Collins																	CRF
PRF 4th only				You'll Be In My Heart	Y	Phil Collins		9			Disney ^^ 9	Disney											PRF 4th (don't have)
				Brain Damage	Learn!	Pink Floyd		1973				Classic rock, Rock											CRF
Tuzzy Braddy/Tuz Piano 6/7/16				Such Great Heights	Y	Postal Service, the		0			00s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Kiss	Y	Prince		8			80s												yes
				A Whiter Shade Of Pale	Y	Procol Harum		1967				Prog rock, Pop											CRF
				I'll Be Missing You	Y	Puff Daddy		9															RBF
				Another One Bites The Dust	Y	Queen		8			80s	Classic Rock											CRF
Tuzzy Braddy/Tuz Piano 6/7/16				Bohemian Rhapsody	Y	Queen		7			70s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Crazy Little Thing Called Love	Y	Queen		7			70s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Fat Bottom Girls	Y	Queen		7				Favorites											yes
				Killer Queen	Y	Queen		7															CRF
				Somebody To Love	Y	Queen		7															CRF
Tuzzy Braddy/Tuz Piano 6/7/16				We Are The Champions	Y	Queen		7			70s												yes
				We Will Rock You	Y	Queen		7															CRF
				You're My Best Friend	Y	Queen		7															CRF
				Just Once		Quincy Jones featuring James Ingram																	RBF
Tuzzy Braddy/Tuz Piano 6/7/16				Ignition (Remix)	Y	R Kelly		0			00s												yes
				Creep (Radiohead)	Y	Radiohead		1993				Rock											
				I Just Want To Celebrate		Rare Earth																	RBF
Tuzzy Braddy/Tuz Piano 6/7/16				God Bless the Broken Road	Y	Rascall Flatts		0			00s			X	Etzel								yes
PRF 4th only				Georgia On My Mind	Y	Ray Charles						R&B/soul											PRF
				I Can't Stop Loving You		Ray Charles																	RBF
Tuzzy Braddy/Tuz Piano 6/7/16				It's the End of the World	Y	REM		8			80s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Losing my Religion	Y	REM		8			80s												yes
				Ridin' The Storm Out		REO Speedwagon																	CRF
				Time For Me To Fly		REO Speedwagon																	CRF
Tuzzy Braddy/Tuz Piano 6/7/16				Don't Stop the Music	Y	Rhianna		1			10s												yes
PRF 4th only				La Bamba	Y	Richie Valens		6															PRF 4th (don't have)
				Rock And Roll Hoochie Koo		Rick Derringer																	CRF
PRF 3rd only				Jessie's Girl	Y	Rick Springfield		8															PRF
Tuzzy Braddy/Tuz Piano 6/7/16				Umbrella	Y	Rihanna		0			00s												yes
PRF 3rd only				Addicted to Love	Y	Robert Palmer		1985				Rock											PRF
Tuzzy Braddy/Tuz Piano 6/7/16				Bad Case Of Loving You	Y	Robert Palmer		7			70s												yes
				The First Time Ever I Saw Your Face	Y	Roberta Flack		7															RBF
				The Closer I Get To You		Roberta Flack & Donny Hathaway																	RBF
PRF 4th only				Killing Me Softly With His Song	Y	Roberta Flack ^^ The Fugees	Roberta Flack	1972 ^^ 1994															PRF 4th (don't have)
Tuzzy Braddy/Tuz Piano 6/7/16				Blurred Lines	Y	Robin Thicke		1			10s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Where In the World Is Carmen Sandiego	Y	Rockapella		9			90s												yes
				Forever Young	Y	Rod Stewart		1988				Pop											CRF
PRF 3rd only				Have I Told You Lately	Y	Rod Stewart		1991				Adult contemporary											PRF
				Hot Legs		Rod Stewart																	CRF
05/14/16 Fleischman party	X			Maggie Mae	Y	Rod Stewart		7					X										
				Reason To Believe		Rod Stewart																	CRF
				Tonight's The Night (Gonna Be Alright)		Rod Stewart																	CRF
				You Wear It Well		Rod Stewart																	CRF
				You're In My Heart		Rod Stewart																	CRF
				Young Turks		Rod Stewart																	CRF
Tuzzy Braddy/Tuz Piano 6/7/16				Satisfaction	Y	Rolling Stones, the		6			60s												yes
				Crying		Roy Orbison		1962				Classic Rock											PRF
				Oh, Pretty Woman	Y	Roy Orbison		6															PRF
Tuzzy Braddy/Tuz Piano 6/7/16				Pretty Woman	Y	Roy Orbison		6			60s												yes
05/07/16 Irizarry wedding		A		Send Me On My Way	Y	Rusted Root		9			90s	Pop											LC
PRF 4th only				Smooth Operator	Y	Sade		8															PRF 4th (don't have)
				I Thank You		Sam & Dave																	RBF
				I'll Come Running Back To You		Sam Cooke																	RBF
				Little Red Rooster		Sam Cooke																	RBF
Tuzzy Braddy/Tuz Piano 6/7/16				Stay With Me	Y	Sam Smith		1			10s												yes
				Oye Como Va	Y	Santana ^^ Titio Puente		7															CRF
PRF 4th only				Adia	LEARN	Sarah McLachlan		9				Pop											PRF 4th (don't have)
Tuzzy Braddy/Tuz Piano 6/7/16				Closing Time	Y	Semisonic		9			90s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Sounds Of Silence	Y	Simon & Garfunkel		6			60s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Cecilia	Y	Simon and Garfunkel		6			60s												yes
05/14/16 Fleischman party	X			Mrs. Robinson	Y	Simon and Garfunkel		6															
05/14/16 Fleischman party				All For You	Y	Sister Hazel		9			90s											X	LC
Tuzzy Braddy/Tuz Piano 6/7/16				All Star	Y	Smash Mouth		9			90s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Nineteen Seventy Nine (1979)	Y	Smashing Pumpkins		9			90s												yes
				I Second That Emotion	Y	Smokey Robinson & The Miracles																	RBF
				Where Did Our Love Go	Y	Soft Cell ^^ The Supremes		8 ^^ 6															RBF
PRF 3rd only				Gimme Some Lovin	Y	Spencer Davis Group		6															PRF
				Wannabe 	Y	Spice Girls		9															
PRF 3rd only				Stuck in the Middle with You	Y	Stealers Wheel		7															PRF
Tuzzy Braddy/Tuz Piano 6/7/16		C		Reelin' In The Years	Y	Steely Dan		7			70s												yes
05/07/16 Irizarry wedding		A		Magic Carpet Ride	Y	Steppenwolf		6				Classic Rock											FB
				The Pusher		Steppenwolf																	CRF
				Abracadabra	Y	Steve Miller Band		8															PRF
				The Joker	Y	Steve Miller Band		7															PRF
				Fly Like An Eagle	Y	Steve Miller Band ^^ Seal	Seal	7															PRF
05/07/16 Irizarry wedding				Oh Sherrie		Steve Perry		8			80s	NO											
				Stand Back		Stevie Nicks																	CRF
				Leather And Lace		Stevie Nicks with Don Henley																	CRF
				A Place In The Sun		Stevie Wonder		1966															RBF
				Boogie On Reggae Woman		Stevie Wonder																	RBF
				Fingertips (Part 2)		Stevie Wonder																	RBF
				For Once In My Life	Y	Stevie Wonder		7															RBF
				Higher Ground	Y	Stevie Wonder		1973				Classic soul											RBF
				I Just Called To Say I Love You	Y	Stevie Wonder		7															RBF
				I Was Made To Love Her		Stevie Wonder																	RBF
				I Wish	Y	Stevie Wonder		7															RBF
				If You Really Love Me		Stevie Wonder																	RBF
				Isn't She Lovely	Y	Stevie Wonder		7															RBF
				Living For The City		Stevie Wonder																	RBF
				Master Blaster		Stevie Wonder																	RBF
PRF 4th only				My Cherie Amour	Y	Stevie Wonder		7															PRF
				Signed, Sealed, Delivered I'm Yours	Y	Stevie Wonder		7					X										RBF
				Sir Duke	Y	Stevie Wonder		7															RBF
PRF 4th only				Superstition	Y	Stevie Wonder		7															PRF
				Uptight (Everything's Alright)	Y	Stevie Wonder		7															RBF
				You Are The Sunshine Of My Life	Y	Stevie Wonder		7															RBF
				Fields Of Gold	Y	Sting		9															CRF
				Fortress Around Your Heart	Y	Sting		1985															CRF
				If You Love Somebody Set Them Free		Sting																	CRF
				Come Sail Away	Y	Styx		1977				Classic rock											CRF
				Renegade		Styx																	CRF
				Give A Little Bit	Y	Supertramp		1977				Rock											CRF
				Take The Long Way Home	Y	Supertramp		1979															CRF
				The Logical Song	Y	Supertramp		1979															CRF
Tuzzy Braddy/Tuz Piano 6/7/16				Eye of the Tiger	Y	Survivor		8			80s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				Dynomite	Y	Talo Cruz		1			10s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				I Knew You Were Trouble	Y	Taylor Swift		1			10s												yes
Tuzzy Braddy/Tuz Piano 6/7/16				You Belong With Me	Y	Taylor Swift		0			00s												yes
				The Boy From New York City		The Ad Libs																	RBF
				Melissa	Y	The Allman Brothers Band		7															CRF
				Ramblin' Man	Y	The Allman Brothers Band		7															CRF
				Statesboro Blues		The Allman Brothers Band																	CRF
				Straight From The Heart		The Allman Brothers Band																	CRF
Tuzzy Braddy/Tuz Piano 6/7/16				House of the Rising Sun	Y	The Animals		6			60-70												yes
				We Gotta Get Out Of This Place		The Animals																	CRF
				Sugar, Sugar	Y	The Archies		1969															RBF
				Windy		The Association																	CRF
				Love Shack	Y	The B-52s		8															PRF
				Barbara Ann	Y	The Beach Boys		1965				Pop											PRF
PRF 4th only				Be True To Your School	Y	The Beach Boys		6															PRF
				California Girls	Y	The Beach Boys		6			60s	Classic Rock	X										CRF
PRF 4th only				Fun, Fun, Fun	Y	The Beach Boys		1964				Surf rock, Rock, Pop											PRF
PRF 4th only				Good Vibrations	Y	The Beach Boys		6															PRF
PRF 4th only				I Get Around	Y	The Beach Boys		6															PRF
				Kokomo	Y	The Beach Boys		8															PRF
				Surfin' U.S.A.	Y	The Beach Boys		6															PRF
				Wouldn't It Be Nice	Y	The Beach Boys		6					X										CRF
				A Day In The Life	Y	The Beatles		6			60s-70s												BFB
				A Hard Day's Night	Y	The Beatles		6			60s												BFB
				Across The Universe	Y	The Beatles		6			60s-70s												BFB
				Act Naturally	Y	The Beatles		6			60s-70s												BFB
				All I've Got To Do	Y	The Beatles		6			60s-70s												BFB
				All My Loving	Y	The Beatles		6			60s-70s												BFB
				All Together Now	Y	The Beatles		6			60s-70s												BFB
				All You Need Is Love	Y	The Beatles		6			60s-70s												BFB
				And I Love Her	Y	The Beatles		6			60s-70s												BFB
				And Your Bird Can Sing	Y	The Beatles		6			60s-70s												BFB
				Anna (Go To Him)	Y	The Beatles		6			60s-70s												BFB
				Another Girl	Y	The Beatles		6			60s-70s												BFB
				Anytime At All	Y	The Beatles		6			60s-70s												BFB
				Ask Me Why	Y	The Beatles		6			60s-70s												BFB
				Baby You're A Rich Man	Y	The Beatles		6			60s-70s												BFB
				Baby's In Black	Y	The Beatles		6			60s-70s												BFB
				Back In The U.S.S.R.	Y	The Beatles		6			60s-70s												BFB
				Bad Boy	Y	The Beatles		6			60s-70s												BFB
				Because	Y	The Beatles		6			60s-70s												BFB
				Being For The Benefit Of Mr. Kite	Y	The Beatles		6			60s-70s												BFB
				Birthday	Y	The Beatles		6			60s-70s												BFB
				Blackbird	Y	The Beatles		6			60s-70s												BFB
				Blue Jay Way	Y	The Beatles		6			60s-70s												BFB
				Boys	Y	The Beatles		6			60s-70s												BFB
				Can't Buy Me Love	Y	The Beatles		6			60s-70s	Classic Rock											BFB
				Carry That Weight	Y	The Beatles		6			60s-70s												BFB
				Chains	Y	The Beatles		6			60s-70s												BFB
				Come Together	Y	The Beatles		6			60s-70s												BFB
				Cry Baby Cry	Y	The Beatles		6			60s-70s												BFB
				Day Tripper	Y	The Beatles		6				Classic Rock											PRF
				Dear Prudence	Y	The Beatles		6			60s-70s												BFB
				Dig A Pony	Y	The Beatles		6			60s-70s												BFB
				Dig It	Y	The Beatles		6			60s-70s												BFB
				Dizzy Miss Lizzie	Y	The Beatles		6			60s-70s												BFB
				Do You Want To Know A Secret?	Y	The Beatles		6			60s-70s												BFB
				Doctor Robert	Y	The Beatles		6			60s-70s												BFB
				Don't Bother Me	Y	The Beatles		6			60s-70s												BFB
				Don't Let Me Down	Y	The Beatles		6			60s-70s												BFB
				Don't Pass Me By	Y	The Beatles		6			60s-70s												BFB
				Drive My Car	Y	The Beatles		6			60s-70s												BFB
				Eight Days A Week	Y	The Beatles		6			60s-70s												BFB
				Eleanor Rigby	Y	The Beatles		6				Classic Rock											PRF
				Every Little Thing	Y	The Beatles		6			60s-70s												BFB
				Everybody's Got Something To Hide Except Me And My Monkey	Y	The Beatles		6			60s-70s												BFB
				Everybody's Trying To Be My Baby	Y	The Beatles		6			60s-70s												BFB
				Fixing A Hole	Y	The Beatles		6			60s-70s												BFB
				Flying	Y	The Beatles		6			60s-70s												BFB
				For No One	Y	The Beatles		6			60s-70s												BFB
				For You Blue	Y	The Beatles		6			60s-70s												BFB
				From Me To You	Y	The Beatles		6			60s-70s												BFB
				Get Back	Y	The Beatles		6				Rock											CRF
				Getting Better	Y	The Beatles		6			60s-70s												BFB
				Girl	Y	The Beatles		6			60s-70s												BFB
				Glass Onion	Y	The Beatles		6			60s-70s												BFB
				Golden Slumbers	Y	The Beatles		6			60s-70s												BFB
				Good Day Sunshine	Y	The Beatles		6			60s-70s												BFB
				Good Morning, Good Morning	Y	The Beatles		6			60s-70s												BFB
				Good Night	Y	The Beatles		6			60s-70s												BFB
				Got To Get You Into My Life	Y	The Beatles		6				Rock											CRF
				Happiness Is A Warm Gun	Y	The Beatles		6			60s-70s												BFB
				Hello, Goodbye	Y	The Beatles		6				Classic Rock											CRF
				Help!	Y	The Beatles		6															CRF
				Helter Skelter	Y	The Beatles		6			60s-70s												BFB
				Her Majesty	Y	The Beatles		6			60s-70s												BFB
				Here Comes The Sun	Y	The Beatles		6			60s-70s												BFB
